id,source,target,color
"Богданович, Максим: Зів’яли польові квітки: [Вірш], № 43",1978,"Целан, Пауль: Поезії, № 06",#F2A2A11
"Гартни, Цішка: Страйколом: Оповідання, № 11",1920 - 1930,Austria,#84B5B6
"Колас, Якуб: Поезії, № 11",1920 - 1930,German,#D1605E
"Крапіва, К.А: Чорт: Вірш, № 11",1920 - 1930,1926,#E59248
"Купала, Янка: З поеми «Без назви», № 11",1926,"Цур Мюлен, Гермінія: Дрібнота: Оповідання, № 03",#F2A2A12
Bulgaria,1920 - 1930,Austria,#84B5B2
Bulgarian,1920 - 1930,German,#84B5B3
"Анастасов, Петр: Поезії, № 01",1920 - 1930,1927,#D1605E
"Андреев, Андрей: Поезії, № 01",1927,"Цур Мюлен, Гермінія: Перлина: Оповідання, № 27",#E59248
"Андреев, Веселин: Ленін: Етюд, № 11",1920 - 1930,Austria,#F2A2A12
"Априлов, Борис: Сходи велетів: Новела, № 04",1920 - 1930,German,#84B5B7
"Атанасов, Герчо: Збуди мене в травні: Новела, № 04",1920 - 1930,1927,#D1605E
"Багряна, Єлисавета: Поезії, № 09",1927,"Цур Мюлен, Гермінія: Штепсель: Оповідання, № 41",#E59249
"Багряна, Єлисавета: Поезія: [Вірш], № 01",1990 - 2000,Austria,#F2A2A13
"Банов, Банчо: Оцінка: Вірш, № 09",1990 - 2000,German,#84B5B1
"Башев, Володимир (Владимир): Поезії, № 07",1990 - 2000,1994,#84B5B2
"Башев, Володимир (Владимир): Поезії, № 09",1994,"Яндль, Ернст: Поезії, № 09",#D1605E
"Башев, Володимир (Владимир): Спрага: Вірш, № 09",1990 - 2000,Austria,#E59249
"Белев, Кристо: Полум’я свободи: 3 поеми про Леніна, № 04",1990 - 2000,German,#F2A2A13
"Божилов, Божидар: Димитров: Вірш, № 09",1990 - 2000,1998,#84B5B8
"Бонев, Петер: Життя в простому обчисленні: Оповідання, № 10/11",1998,"Яндль, Ернст: Поезії, № 02",#D1605E
"Ботев, Христо: Поезії, № 04",1960 - 1970,Albania,#E59250
"Ботев, Христо: Поезії, № 3/4",1960 - 1970,Albanian,#F2A2A14
"Ботев, Христо: Хаджі Димитр: Вірш, № 12",1960 - 1970,1961,#84B5B5
"Бумов, Радослав: «Відкладіть ювілей...», «Ходив сумний, похнюплений...»: Вірші, № 09",1961,"Буджелі, Каміль: Королівський кінь і нові вершники: Роман(скорочено), № 06",#D1605E
"Бурнаскі, Евстаті: Запізніла троянда: Вірш, № 03",1960 - 1970,Albania,#E59247
"Вазов, Іван: Поезії, № 05",1960 - 1970,Albanian,#F2A2A11
"Вазов, Іван: Поезії, № 01",1960 - 1970,1961,#84B5B6
"Вапцаров, Никола: Горький: Вірш, № 11",1961,"Буджелі, Каміль: Королівський кінь і нові вершники: Роман(скорочено), № 07",#D1605E
"Вапцаров, Никола: Поезії, № 09",1960 - 1970,Albania,#E59248
"Василев, Димитр: Світлий образ: Вірш, № 04",1960 - 1970,Albanian,#F2A2A12
"Василев(Василеві), Орлин: Вражене серце: Оповідання, № 05",1960 - 1970,1960,#84B5B2
"Василев(Василеві), Орлин: Серце стукає в дверцята...: Оповідання, № 09",1960,"Д’ята, Фатмір: Жовті води: Оповідання, № 01",#84B5B3
"Вежинов, Павел: Бар’єр: Повість, № 02",1960 - 1970,Albania,#D1605E
"Вежинов, Павел: Зустрічі: Оповідання, № 05",1960 - 1970,-,#E59248
"Вежинов, Павел: Коли ти в човні...: Повість, № 04",1960 - 1970,1960,#F2A2A12
"Вежинов, Павел: Терези: Роман, № 03",1960,"Щощ, А: Останнє слово, № 05",#84B5B7
"Вежинов, Павел: Терези: Роман, № 04",1960 - 1970,Albania,#D1605E
"Вежинов, Павел: Що скажуть люди: Оповідання, № 03",1960 - 1970,-,#E59249
"Величков, Георгій: Продуктів у холодильнику на п’ятьох: Оповідання, № 5/6",1960 - 1970,1960,#F2A2A13
"Велков, Крум: «Біографія»: Вірш, № 09",1960,"Щощ, А: Роздавач премій, № 05",#84B5B1
"Вилчев, Найден: Невідомий лейтенант: Вірш, № 05",1960 - 1970,Albania,#84B5B2
"Габе, Дора: Поезії, № 02",1960 - 1970,-,#D1605E
"Габе, Дора: Поезії, № 01",1960 - 1970,1960,#E59249
"Габе, Дора: Смерть Вели: Вірш, № 09",1960,"Щощ, А: Не залякаєш: Епіграми, № 05",#F2A2A13
"Габе, Дора: Червоноармієць: Вірш, № 05",1970 - 1980,Algeria,#84B5B8
"Георгієв, Велин: Шляхи: Вірш, № 12",1970 - 1980,French,#D1605E
"Германов, Андрей: Гість із села: [Віршована оповідь], № 04",1970 - 1980,1972,#E59250
"Германов, Андрей: Найдобріший чоловік, № 09",1972,"Амруш, Жан: Алжірська боротьба: Вірш, № 10",#F2A2A14
"Германов, Андрей: Рубання лісу: Вірші, № 09",1970 - 1980,Algeria,#84B5B0
"Германов, Андрей: Поезії, № 07",1970 - 1980,French,#84B5B1
"Германов, Андрей: Поезії, № 01",1970 - 1980,1976,#D1605E
"Германов, Андрей: Поезії, № 09",1976,"Ашур, Мулуд: Сенс Життя: Оповідання, № 01",#E59250
"Германов, Андрей: Поезії, № 04",1970 - 1980,Algeria,#84B5B6
"Германов, Андрей: Присвята, № 09",1970 - 1980,French,#D1605E
"Германов, Андрей: Гніздо в траві: Вірші, № 09",1970 - 1980,1979,#E59248
"Геров, Александр: Присвята, № 09",1979,"Булануар, Мессаур: Вступ: Вірш, № 06",#F2A2A12
"Геров, Александр: Гніздо в траві: Вірші, № 09",1980 - 1990,Algeria,#84B5B7
"Голев, Владимир: Ne sole cedamus!: Вірш, № 04",1980 - 1990,Arabic,#D1605E
"Голев, Владимир: Перший день свободи у моєму місті: Вірш, № 05",1980 - 1990,1988,#E59249
"Голев, Владимир: Практичний: Вірш, № 09",1988,"Ваттар, Ат-Тахір: Весілля мула: Роман, № 03",#F2A2A13
"Гончев, Кирил Христов: Поезії, № 01",1980 - 1990,Algeria,#84B5B4
"Грозев, Кунчо: Професіональна орієнтація: Оповідання, № 09",1980 - 1990,Arabic,#84B5B5
"Грубешлієва, Марія: Очі Ілліча: Вірш, № 04",1980 - 1990,1980,#D1605E
"Гуляшки, Андрей: Викрадення Данаї: Повість, № 08",1980,"Ваттар, Ат-Тахір: Туз: Роман, № 01",#E59249
"Гуляшки, Андрей: Мандрівник блукає світами: Роман, № 06",1980 - 1990,Algeria,#F2A2A13
"Гуляшки, Андрей: Мандрівник блукає світами: Роман, № 07",1980 - 1990,Arabic,#84B5B8
"Гуляшки, Андрей: Сім днів нашого життя: Роман, № 03",1980 - 1990,1980,#D1605E
"Гуляшки, Андрей: Сім днів нашого життя: Роман, № 04",1980,"Ваттар, Ат-Тахір: Туз: Роман, № 02",#E59250
"Давіздков, Іван: Був собі художник: Роман, № 09",1980 - 1990,Algeria,#F2A2A14
"Давіздков, Іван: Був собі художник: Роман, № 10",1980 - 1990,French,#84B5B3
"Давіздков, Іван: Зимові сни левів: Роман, № 02",1980 - 1990,1980,#84B5B4
"Давіздков, Іван: Кусень хліба для Мандрівника: Повість, № 06",1980,"Грекі, Анна: Поезії, № 03",#D1605E
"Давіздков, Іван: Поезії, № 09",1970 - 1980,Algeria,#E59250
"Давіздков, Іван: Човен Харона: Роман-есе, № 05",1970 - 1980,French,#F2A2A14
"Далчев, Атанас: Поезії, № 01",1970 - 1980,1976,#84B5B9
"Далчев, Атанас: Поезії, № 11",1976,"Джаут, Тагар: Туманного ранку: Оповідання, № 01",#D1605E
"Далчев, Атанас: Поезії, № 08",1970 - 1980,Algeria,#E59251
"Далчев, Атанас: Продавець лотерейних білетів: Вірш, № 07",1970 - 1980,French,#F2A2A15
"Далчев, Атанас: Одноманітність: Вірш, № 07",1970 - 1980,1972,#84B5B4
"Даскалов, Стоян Ц: Міст Іле: Повість, № 02",1972,"Діб, Мохаммед: Поезії, № 10",#84B5B3
"Даскалов, Стоян Ц: Останній з роду Рангелових: Оповідання, № 09",1970 - 1980,Algeria,#84B5B3
"Даскалов, Стоян Ц: Старий учитель: Повість, № 12",1970 - 1980,French,#D1605E
"Дебелянов, Димчо: Поезії, № 09",1970 - 1980,1976,#E59248
"Джагаров, Георгій: Поезії, № 12",1976,"Єллес, Мурад: Продавець жасмину: Оповідання, № 01",#F2A2A12
"Джагаров, Георгій: Поезії, № 01",1970 - 1980,Algeria,#84B5B7
"Джагаров, Георгій: Поезії, № 02",1970 - 1980,French,#D1605E
"Джагаров, Георгій: Свято: Вірш, № 12",1970 - 1980,1972,#E59249
"Дикова, Марта: Кроки: Вірш, № 09",1972,"Креа, Анрі: Весною року 1958... Паризькі квіти розцвітають по в’язницях: Вірш, № 10",#F2A2A13
"Дилов, Любен: Зелене вухо: Повість, № 06",1970 - 1980,Algeria,#84B5B4
"Димитрова, Блага: Дорога в об’їзд: Роман, № 09",1970 - 1980,-,#84B5B5
"Дишев, Димитр: Тут на цьому місці...: Новела, № 04",1970 - 1980,1970,#D1605E
"Донев, Антон: Жертва слави, № 12",1970,"Саадалла, Абу аль-Касим: Алжір говорить: «Ні!»: [Вірш], № 03",#E59249
"Донев, Антон: Користь від алкоголю: (Оповідання з циклу «Фантастичний гумор»), № 12",1950 - 1960,Algeria,#F2A2A13
"Донков, Калін: Поезії, № 01",1950 - 1960,Arabic,#84B5B8
"Донков, Славчо: Для зими було рано: Новела, № 04",1950 - 1960,1959,#D1605E
"Драганов, Николай: Червоні краплі: Оповідання, № 12",1959,"Салех Алжірський, Абу Абдаллаг: Поезії, № 06",#E59250
"Євтимов, Євтим: Поезії, № 02",1970 - 1980,Algeria,#F2A2A14
"Євтимов, Євтим: Тополі біля вокзалу: Вірш, № 07",1970 - 1980,French,#84B5B3
"Єленков, Лучезар: Поезії, № 12",1970 - 1980,1972,#84B5B4
"Жеков, Васко: Тернак: Новела, № 04",1972,"Сенак, Жан: Громадяни краси: Вірш, № 10",#D1605E
"Жотев, Добрі: Айше: Новела, № 04",1970 - 1980,Algeria,#E59250
"Зцдаров(3идар), Никола: Кімната Леніна в Смольному: [Вірш], № 03",1970 - 1980,French,#F2A2A14
"Зцдаров(3идар), Никола: Сонети про Москву: Цикл сонетів, № 05",1970 - 1980,1977,#84B5B9
"Ісаєв, Младен: Велика земля: Вірш, № 09",1977,"Фелах, Салах: Терниста дорога: Роман, № 07",#D1605E
"Ісаєв, Младен: Велика земля: Вірш, № 11",1950 - 1960,Algeria,#E59251
"Ісаєв, Младен: Мої предки, № 09",1950 - 1960,Arabic,#F2A2A15
